full_name,city,engine_capacity,insurance,transmission_type,categoria_marca,kms_driven,ano,marca,modelo,mileage,seats,engine_capacity.1,body_type,fuel_type,kms_driven.1,max_power,owner_type,resale_price_Lakh,prediction,precisaoNew,prejuizoNew,variacaoPrecisao,precisaoOld,prejuizoOld,satisfacaoOld,satisfacaoNew
2017 Maruti Baleno 1.2 Delta,Delhi,1197.0,Comprehensive,Manual,baixa,33000.0,2017.0,Maruti,Baleno 1.2 Delta,20.0,5.0,1197.0,Hatchback,Petrol,33000.0,83.1,First Owner,5.2,5.296999999999998,0,0,1.8653846153845723,0,0.0,67.81087943198624,67.81087943198624
2013 Skoda Superb Elegance 1.8 TSI AT,Mumbai,1798.0,Third Party,Automatic,baixa,69000.0,2013.0,Skoda,Superb Elegance 1.8 TSI AT,19.3,5.0,1798.0,Sedan,Petrol,69000.0,157.7,Second Owner,5.45,6.300100000000002,0,0,15.598165137614718,1,0.8650656338788271,50.0,100.0
2022 Tata Tigor EV XZ Plus,Delhi,1423.1701441170144,Third Party,Automatic,baixa,30000.0,2022.0,Tata,Tigor EV XZ Plus,16.8,5.0,1423.1701441170144,Sedan,Electric,30000.0,73.7,First Owner,13.0,11.9013,0,0,8.451538461538455,1,1.0923176459714483,50.0,100.0
2018 Honda Amaze S Diesel,Pune,1498.0,Third Party,Manual,baixa,63000.0,2018.0,Honda,Amaze S Diesel,19.01,5.0,1498.0,Sedan,Diesel,63000.0,97.8,First Owner,6.5,6.919399999999999,0,0,6.452307692307671,0,0.0,84.55862130948597,84.55862130948597
2019 MG Hector Sharp Diesel MT BSIV,Ahmedabad,1956.0,Zero Dep,Manual,baixa,52021.0,2019.0,MG,Hector Sharp Diesel MT BSIV,16.82,5.0,1956.0,SUV,Diesel,52021.0,167.6,First Owner,15.0,15.445000000000002,0,0,2.96666666666668,0,0.0,71.83187285609405,71.83187285609405
2017 Volkswagen Polo 1.2 MPI Highline,Hyderabad,1199.0,Comprehensive,Manual,baixa,54327.0,2017.0,Volkswagen,Polo 1.2 MPI Highline,20.3,5.0,1199.0,Hatchback,Petrol,54327.0,74.0,First Owner,6.42,6.024899999999999,0,0,6.154205607476653,0,0.0,83.47019303498276,83.47019303498276
2016 Mercedes-Benz GLA Class 200 CDI 4MATIC,Mumbai,2143.0,Comprehensive,Automatic,alta,56000.0,2016.0,Mercedes-Benz,2016  GLA Class 200 CDI 4MATIC,12.0,5.0,2143.0,SUV,Diesel,56000.0,134.1,First Owner,20.0,18.6382,0,0,6.808999999999994,0,0.0,85.8609738012849,85.8609738012849
2011 Hyundai i10 Asta,Delhi,1197.0,Comprehensive,Manual,baixa,46963.0,2011.0,Hyundai,i10 Asta,21.01,5.0,1197.0,Hatchback,Petrol,46963.0,78.9,Second Owner,2.25,2.3252,0,0,3.342222222222229,0,0.0,73.20309870828873,73.20309870828873
2014 Maruti Swift Dzire VDI,Jaipur,1248.0,Comprehensive,Manual,baixa,86000.0,2014.0,Maruti,Swift Dzire VDI,42.658,5.0,1248.0,Sedan,Diesel,86000.0,74.0,Second Owner,3.85,3.979800000000004,0,0,3.371428571428673,0,0.0,73.30973672891623,73.30973672891623
2019 Mahindra Alturas G4 4X4 AT BSIV,Hyderabad,2157.0,Third Party,Automatic,baixa,62500.0,2019.0,Mahindra,Alturas G4 4X4 AT BSIV,23.4,7.0,2157.0,SUV,Diesel,62500.0,178.4,First Owner,22.95,22.150000000000013,0,0,3.485838779956368,0,0.0,73.72747049258294,73.72747049258294
2019 Maruti Baleno 1.2 CVT Delta,Mumbai,1197.0,Zero Dep,Automatic,baixa,5693.0,2019.0,Maruti,Baleno 1.2 CVT Delta,18.6,5.0,1197.0,Hatchback,Petrol,5693.0,83.1,First Owner,7.63,7.498099999999998,0,0,1.7287024901704022,0,0.0,67.31182659984444,67.31182659984444
2017 Mahindra KUV 100 mFALCON G80 K8 Dual Tone,Chandigarh,1198.0,Third Party,Manual,baixa,51201.0,2017.0,Mahindra,KUV 100 mFALCON G80 K8 Dual Tone,20.73,6.0,1198.0,SUV,Petrol,51201.0,82.0,Second Owner,3.97,3.936700000000006,0,0,0.8387909319897817,0,0.0,64.0625876611766,64.0625876611766
2010 Audi A4 2.0 TDI,Chennai,1968.0,Third Party,Automatic,alta,120000.0,2010.0,Audi,A4 2.0 TDI,25.2,5.0,1968.0,Sedan,Diesel,120000.0,147.5,Second Owner,10.0,9.2182,0,0,7.818000000000006,0,0.0,89.54502763672286,89.54502763672286
2018 Honda Amaze S CVT i-VTEC,Chennai,1199.0,Third Party,Automatic,baixa,3228.0,2018.0,Honda,Amaze S CVT i-VTEC,17.01,5.0,1199.0,Sedan,Petrol,3228.0,88.7,First Owner,7.5,7.561100000000002,0,0,0.8146666666666984,0,0.0,63.974505310145254,63.974505310145254
2013 Hyundai EON Era Plus,Hyderabad,814.0,Third Party,Manual,baixa,71364.0,2013.0,Hyundai,EON Era Plus,21.21,5.0,814.0,Hatchback,Petrol,71364.0,55.2,First Owner,2.37,2.179900000000002,0,0,8.021097046413415,1,1.0872058351300509,50.0,100.0
2018 Volkswagen Polo GT TSI,Bangalore,1197.0,Comprehensive,Automatic,baixa,42000.0,2018.0,Volkswagen,Polo GT TSI,21.4,5.0,1197.0,Hatchback,Petrol,42000.0,103.5,Second Owner,9.25,8.852199999999998,0,0,4.3005405405405615,0,0.0,76.70210393739782,76.70210393739782
2012 Hyundai Verna 1.6 SX VTVT,Chennai,1591.0,Third Party,Manual,baixa,50000.0,2012.0,Hyundai,Verna 1.6 SX VTVT,22.54,5.0,1591.0,Sedan,Petrol,50000.0,121.3,Second Owner,4.5,4.1549000000000005,0,0,7.668888888888878,0,0.0,89.00059417706441,89.00059417706441
2015 Honda City i VTEC VX,Kolkata,1497.0,Comprehensive,Manual,baixa,79513.0,2015.0,Honda,City i VTEC VX,34.05,5.0,1497.0,Sedan,Petrol,79513.0,117.3,First Owner,4.39,4.902699999999992,0,0,11.678815489749264,1,0.8954249699145382,50.0,100.0
2017 Maruti Baleno 1.2 CVT Alpha,Chandigarh,1197.0,Not Available,Automatic,baixa,54614.0,2017.0,Maruti,Baleno 1.2 CVT Alpha,11.88,5.0,1197.0,Hatchback,Petrol,54614.0,83.1,Fourth Owner,5.0,5.447299999999999,0,0,8.945999999999987,1,0.917885925137224,50.0,100.0
2016 Maruti Baleno 1.2 Delta,Bangalore,1197.0,Third Party,Manual,baixa,50318.0,2016.0,Maruti,Baleno 1.2 Delta,15.5,5.0,1197.0,Hatchback,Petrol,50318.0,83.1,First Owner,6.15,5.664899999999992,0,0,7.887804878048911,0,0.0,89.79989872563102,89.79989872563102
2014 Hyundai Xcent 1.2 Kappa S,Delhi,1197.0,Third Party,Manual,baixa,59271.0,2014.0,Hyundai,Xcent 1.2 Kappa S,49.84,5.0,1197.0,Sedan,Petrol,59271.0,82.0,First Owner,3.14,3.419899999999995,0,0,8.914012738853334,1,0.9181555016228559,50.0,100.0
2015 Maruti Swift Dzire VDI,Lucknow,1248.0,Third Party,Manual,baixa,120000.0,2015.0,Maruti,Swift Dzire VDI,26.2,5.0,1248.0,Sedan,Diesel,120000.0,74.0,First Owner,5.0,4.609299999999999,0,0,7.814000000000014,0,0.0,89.53042286433265,89.53042286433265
2022 Hyundai Aura S CNG,Jaipur,1197.0,Not Available,Manual,baixa,47145.0,2022.0,Hyundai,Aura S CNG,18.88,5.0,1197.0,Sedan,CNG,47145.0,68.0,First Owner,7.7,6.7769999999999975,0,0,11.987012987013022,1,1.1361959569130888,50.0,100.0
2016 Toyota Innova Crysta 2.4 GX AT,Chennai,2393.0,Comprehensive,Automatic,baixa,92000.0,2016.0,Toyota,Innova Crysta 2.4 GX AT,22.54,7.0,2393.0,MUV,Diesel,92000.0,147.5,First Owner,17.75,16.795500000000008,0,0,5.377464788732351,0,0.0,80.63416231899055,80.63416231899055
2017 Maruti Vitara Brezza LDi Option,Delhi,1248.0,Third Party,Manual,baixa,40000.0,2017.0,Maruti,Vitara Brezza LDi Option,17.8,5.0,1248.0,SUV,Diesel,40000.0,88.5,First Owner,6.5,7.015599999999998,0,0,7.932307692307666,0,0.0,89.96238709387458,89.96238709387458
2017 Renault KWID 1.0 RXT Optional AT 2016-2019,Gurgaon,999.0,Third Party,Automatic,baixa,40000.0,2017.0,Renault,KWID 1.0 RXT Optional AT 2016-2019,23.1,5.0,999.0,Hatchback,Petrol,40000.0,67.0,Second Owner,2.0,2.8162000000000003,0,0,40.81000000000002,1,0.7101768340316739,50.0,100.0
2016 Maruti Swift Dzire VDI,Jaipur,1248.0,Third Party,Manual,baixa,120000.0,2016.0,Maruti,Swift Dzire VDI,27.3,5.0,1248.0,Sedan,Diesel,120000.0,74.0,Third Owner,4.9,4.783399999999996,0,0,2.379591836734785,0,0.0,69.68834928929557,69.68834928929557
2020 Hyundai Grand i10 Nios Sportz,Jaipur,1197.0,Third Party,Manual,baixa,40000.0,2020.0,Hyundai,Grand i10 Nios Sportz,22.05,5.0,1197.0,Hatchback,Petrol,40000.0,81.8,Second Owner,5.9,6.008299999999994,0,0,1.835593220338875,0,0.0,67.7021052960287,67.7021052960287
2016 Hyundai Creta 1.6 VTVT SX Plus,Bangalore,1591.0,Third Party,Manual,baixa,102860.0,2016.0,Hyundai,Creta 1.6 VTVT SX Plus,13.0,5.0,1591.0,SUV,Petrol,102860.0,121.3,First Owner,8.82,8.928500000000016,0,0,1.2301587301589043,0,0.0,65.49154706445891,65.49154706445891
2008 Maruti Wagon R LXI Minor,Chandigarh,1061.0,Not Available,Manual,baixa,43537.0,2008.0,Maruti,Wagon R LXI Minor,17.33,5.0,1061.0,Hatchback,Petrol,43537.0,67.0,First Owner,0.8,0.9005385999999984,0,0,12.567324999999796,1,0.8883572564241016,50.0,100.0
2009 Hyundai i10 Era,Delhi,1086.0,Third Party,Manual,baixa,90000.0,2009.0,Hyundai,i10 Era,21.63,5.0,1086.0,Hatchback,Petrol,90000.0,68.0,Second Owner,1.6,1.5057106999999987,0,0,5.893081250000084,0,0.0,82.51677758335956,82.51677758335956
2012 Maruti Swift Dzire LXI,Jaipur,1197.0,Not Available,Manual,baixa,85218.0,2012.0,Maruti,Swift Dzire LXI,19.81,5.0,1197.0,Sedan,Petrol,85218.0,85.8,Third Owner,2.5,2.6139,0,0,4.5560000000000045,0,0.0,77.63483575248252,77.63483575248252
2022 Nissan Magnite Turbo XV Premium BSVI,Hyderabad,999.0,Third Party,Manual,baixa,13918.0,2022.0,Nissan,Magnite Turbo XV Premium BSVI,17.5,5.0,999.0,SUV,Petrol,13918.0,98.6,First Owner,9.29,9.2564,0,0,0.36167922497308774,0,0.0,62.320560689752234,62.320560689752234
2013 Maruti Swift Dzire VDi,Hyderabad,1248.0,Comprehensive,Manual,baixa,115219.0,2013.0,Maruti,Swift Dzire VDi,14.2,5.0,1248.0,Sedan,Diesel,115219.0,73.9,First Owner,4.45,4.237899999999996,0,0,4.7662921348315495,0,0.0,78.4026529436506,78.4026529436506
2021 Kia Seltos HTK Plus G,Pune,1497.0,Third Party,Manual,baixa,27474.0,2021.0,Kia,Seltos HTK Plus G,23.1,5.0,1497.0,SUV,Petrol,27474.0,113.4,First Owner,10.5,11.0878,0,0,5.598095238095235,0,0.0,81.43972669281584,81.43972669281584
2013 Renault Duster 110PS Diesel RxL,Delhi,1461.0,Third Party,Manual,baixa,120000.0,2013.0,Renault,Duster 110PS Diesel RxL,17.8,5.0,1461.0,SUV,Diesel,120000.0,108.4,Second Owner,3.5,3.9944,0,0,14.125714285714292,1,0.8762267174043661,50.0,100.0
2019 Mahindra XUV300 W8 BSVI,Bangalore,1197.0,Third Party,Manual,baixa,30000.0,2019.0,Mahindra,XUV300 W8 BSVI,19.0,5.0,1197.0,SUV,Petrol,30000.0,108.6,First Owner,9.85,9.0829,0,0,7.787817258883241,0,0.0,89.4348246206919,89.4348246206919
2019 Tata Tigor XZ Plus,Lucknow,1199.0,Not Available,Manual,baixa,60155.0,2019.0,Tata,Tigor XZ Plus,13.96,5.0,1199.0,Sedan,Petrol,60155.0,83.8,First Owner,4.5,4.9007,0,0,8.904444444444435,1,0.9182361703430123,50.0,100.0
2014 Honda CR-V 2.4L 4WD AT,Mumbai,2354.0,Comprehensive,Automatic,baixa,35000.0,2014.0,Honda,CR-V 2.4L 4WD AT,23.84,5.0,2354.0,SUV,Petrol,35000.0,187.4,Second Owner,8.0,9.069599999999998,0,0,13.36999999999997,1,0.8820675663755846,50.0,100.0
2020 Maruti Baleno Delta,Hyderabad,1197.0,Zero Dep,Manual,baixa,15700.0,2020.0,Maruti,Baleno Delta,13.96,5.0,1197.0,Hatchback,Petrol,15700.0,81.8,First Owner,7.49,7.240900000000006,0,0,3.325767690253593,0,0.0,73.14302003474127,73.14302003474127
2020 Maruti Celerio VXI CNG Optional,Pune,998.0,Zero Dep,Manual,baixa,27637.0,2020.0,Maruti,Celerio VXI CNG Optional,18.0,5.0,998.0,Hatchback,CNG,27637.0,58.3,First Owner,6.15,5.354800000000004,0,0,12.930081300812956,1,1.148502278329722,50.0,100.0
2014 Maruti Swift Dzire LDI,Delhi,1248.0,Third Party,Manual,baixa,78000.0,2014.0,Maruti,Swift Dzire LDI,15.0,5.0,1248.0,Sedan,Diesel,78000.0,74.0,Second Owner,2.75,3.2555000000000005,0,0,18.3818181818182,1,0.8447243127015818,50.0,100.0
2019 Hyundai i20 Sportz Plus BSIV,Kolkata,1197.0,Comprehensive,Manual,baixa,4722.0,2019.0,Hyundai,i20 Sportz Plus BSIV,16.5,5.0,1197.0,Hatchback,Petrol,4722.0,81.8,First Owner,6.15,6.272199999999991,0,0,1.9869918699185454,0,0.0,68.25489100035388,68.25489100035388
2017 Maruti Ciaz VXi Plus,Chandigarh,1373.0,Comprehensive,Manual,baixa,63705.0,2017.0,Maruti,Ciaz VXi Plus,26.6,5.0,1373.0,Sedan,Petrol,63705.0,91.1,Second Owner,5.97,6.003200000000009,0,0,0.5561139028477331,0,0.0,63.030479243534415,63.030479243534415
2015 Maruti Swift VDI BSIV,Hyderabad,1248.0,Comprehensive,Manual,baixa,58241.0,2015.0,Maruti,Swift VDI BSIV,16.5,5.0,1248.0,Hatchback,Diesel,58241.0,74.0,First Owner,5.76,5.550999999999995,0,0,3.6284722222223085,0,0.0,74.24825273246555,74.24825273246555
2018 Audi Q5 35TDI,Chennai,1968.0,Comprehensive,Automatic,alta,79000.0,2018.0,Audi,Q5 35TDI,16.36,5.0,1968.0,SUV,Diesel,79000.0,188.0,First Owner,30.0,31.444399999999995,0,0,4.814666666666648,0,0.0,78.5792777003846,78.5792777003846
2018 Maruti Swift Dzire VXI 1.2,Pune,1197.0,Third Party,Manual,baixa,40000.0,2018.0,Maruti,Swift Dzire VXI 1.2,19.16,5.0,1197.0,Sedan,Petrol,40000.0,81.8,First Owner,6.1,5.993400000000006,0,0,1.7475409836064597,0,0.0,67.3806095770466,67.3806095770466
2018 Maruti Baleno 1.2 CVT Delta,Ahmedabad,1197.0,Third Party,Automatic,baixa,65008.0,2018.0,Maruti,Baleno 1.2 CVT Delta,17.1,5.0,1197.0,Hatchback,Petrol,65008.0,83.1,First Owner,5.95,6.0070000000000014,0,0,0.9579831932773323,0,0.0,64.49778162287225,64.49778162287225
2019 Hyundai i20 Sportz Plus Diesel,Chennai,1396.0,Third Party,Manual,baixa,40000.0,2019.0,Hyundai,i20 Sportz Plus Diesel,19.3,5.0,1396.0,Hatchback,Diesel,40000.0,88.7,First Owner,7.0,7.0895,0,0,1.2785714285714305,0,0.0,65.66831117473697,65.66831117473697
2022 Maruti Wagon R LXI CNG BSVI,Mumbai,998.0,Zero Dep,Manual,baixa,8309.0,2022.0,Maruti,Wagon R LXI CNG BSVI,17.29,5.0,998.0,Hatchback,CNG,8309.0,55.9,First Owner,6.47,6.0725,0,0,6.143740340030911,0,0.0,83.43198232272074,83.43198232272074
2013 Hyundai Santro Xing GLS CNG,Lucknow,1086.0,Comprehensive,Manual,baixa,77724.0,2013.0,Hyundai,Santro Xing GLS CNG,16.0,5.0,1086.0,Hatchback,CNG,77724.0,62.1,Second Owner,2.3,2.428800000000004,0,0,5.600000000000175,0,0.0,81.44668134633565,81.44668134633565
2007 Fiat Palio 1.1 SLX,Bangalore,1108.0,Third Party,Manual,baixa,80000.0,2007.0,Fiat,Palio 1.1 SLX,19.5,5.0,1108.0,Hatchback,Petrol,80000.0,57.0,Second Owner,1.1,1.234989599999998,0,0,12.27178181818163,1,0.8906957597051844,50.0,100.0
2017 Maruti Celerio VXI CNG,Mumbai,998.0,Comprehensive,Manual,baixa,48474.0,2017.0,Maruti,Celerio VXI CNG,18.2,5.0,998.0,Hatchback,CNG,48474.0,55.9,Second Owner,4.49,4.393700000000004,0,0,2.1447661469932258,0,0.0,68.83095535178145,68.83095535178145
2012 Maruti Wagon R LXI CNG,Mumbai,998.0,Comprehensive,Manual,baixa,58273.0,2012.0,Maruti,Wagon R LXI CNG,15.17,5.0,998.0,Hatchback,CNG,58273.0,58.2,Second Owner,2.91,2.8040000000000003,0,0,3.6426116838487927,0,0.0,74.29987863715937,74.29987863715937
2015 BMW 3 Series 320d Prestige,Ahmedabad,1995.0,Third Party,Automatic,alta,90000.0,2015.0,BMW,3 Series 320d Prestige,23.0,5.0,1995.0,Sedan,Diesel,90000.0,184.0,First Owner,12.0,13.2123,0,0,10.102500000000008,1,0.9082445902681592,50.0,100.0
2015 Hyundai i20 Asta 1.4 CRDi,Pune,1396.0,Third Party,Manual,baixa,75000.0,2015.0,Hyundai,i20 Asta 1.4 CRDi,22.1,5.0,1396.0,Hatchback,Diesel,75000.0,88.7,First Owner,5.75,5.632099999999998,0,0,2.0504347826087366,0,0.0,68.4865333252574,68.4865333252574
2020 Toyota Yaris J Optional CVT,Hyderabad,1496.0,Comprehensive,Automatic,baixa,15500.0,2020.0,Toyota,Yaris J Optional CVT,22.95,5.0,1496.0,Sedan,Petrol,15500.0,105.9,First Owner,9.25,9.658099999999996,0,0,4.4118918918918455,0,0.0,77.1086692228556,77.1086692228556
2016 Maruti Celerio VXI AT,Pune,998.0,Comprehensive,Automatic,baixa,33000.0,2016.0,Maruti,Celerio VXI AT,23.59,5.0,998.0,Hatchback,Petrol,33000.0,67.0,Second Owner,4.25,4.294799999999998,0,0,1.05411764705877,0,0.0,64.84878707695673,64.84878707695673
2022 Kia Sonet 1.5 GTX Plus Diesel AT DT,Delhi,1493.0,Third Party,Automatic,baixa,10000.0,2022.0,Kia,Sonet 1.5 GTX Plus Diesel AT DT,15.2,5.0,1493.0,SUV,Diesel,10000.0,113.4,First Owner,15.0,16.697199999999995,0,0,11.314666666666634,1,0.8983542150779774,50.0,100.0
2016 Honda Jazz 1.5 S i DTEC,Hyderabad,1498.0,Third Party,Manual,baixa,100844.0,2016.0,Honda,Jazz 1.5 S i DTEC,21.76,5.0,1498.0,Hatchback,Diesel,100844.0,98.6,First Owner,5.7,5.237399999999995,0,0,8.115789473684305,1,1.0883262687593092,50.0,100.0
2017 Maruti Alto 800 LXI,Hyderabad,796.0,Comprehensive,Manual,baixa,76580.0,2017.0,Maruti,Alto 800 LXI,29.232,5.0,796.0,Hatchback,Petrol,76580.0,47.3,First Owner,2.87,2.948400000000002,0,0,2.731707317073241,0,0.0,70.97399090065133,70.97399090065133
2015 Toyota Fortuner 4x2 Manual,Bangalore,2982.0,Comprehensive,Manual,baixa,119000.0,2015.0,Toyota,Fortuner 4x2 Manual,21.19,7.0,2982.0,SUV,Diesel,119000.0,168.5,First Owner,20.0,16.0088,0,0,19.955999999999996,1,1.2493128779171454,50.0,100.0
2021 Tata Nexon XM BSVI,Agra,1199.0,Third Party,Manual,baixa,10000.0,2021.0,Tata,Nexon XM BSVI,11.57,5.0,1199.0,SUV,Petrol,10000.0,118.3,First Owner,8.4,8.838499999999991,0,0,5.220238095237983,0,0.0,80.06009730095175,80.06009730095175
2018 Maruti Celerio ZXI,Kolkata,998.0,Comprehensive,Manual,baixa,123683.0,2018.0,Maruti,Celerio ZXI,19.4,5.0,998.0,Hatchback,Petrol,123683.0,67.0,Second Owner,3.53,3.745599999999996,0,0,6.107648725212359,0,0.0,83.30020486781545,83.30020486781545
2009 Hyundai i10 Magna 1.1,Gurgaon,1086.0,Third Party,Manual,baixa,80000.0,2009.0,Hyundai,i10 Magna 1.1,19.49,5.0,1086.0,Hatchback,Petrol,80000.0,68.0,Second Owner,1.8,1.6583,0,0,7.872222222222218,0,0.0,89.74300344023496,89.74300344023496
2018 Honda WR-V Edge Edition i-VTEC S,Mumbai,1199.0,Third Party,Manual,baixa,30640.0,2018.0,Honda,WR-V Edge Edition i-VTEC S,20.51,5.0,1199.0,SUV,Petrol,30640.0,88.7,First Owner,6.75,6.884800000000002,0,0,1.997037037037067,0,0.0,68.29156784520086,68.29156784520086
2004 Ford Ikon 1.6 CLXI,Bangalore,1597.0,Third Party,Manual,baixa,80000.0,2004.0,Ford,Ikon 1.6 CLXI,22.38,5.0,1597.0,Sedan,Petrol,80000.0,92.0,Second Owner,0.56,0.6092000000000006,0,0,8.785714285714388,1,0.9192383453709775,50.0,100.0
2018 Maruti Celerio ZXI Optional MT BSIV,Bangalore,998.0,Third Party,Manual,baixa,37219.0,2018.0,Maruti,Celerio ZXI Optional MT BSIV,21.4,5.0,998.0,Hatchback,Petrol,37219.0,67.0,Second Owner,5.14,4.837399999999996,0,0,5.887159533073999,0,0.0,82.49515625139333,82.49515625139333
2018 Honda Amaze E i-VTEC,Jaipur,1198.0,Third Party,Manual,baixa,30000.0,2018.0,Honda,Amaze E i-VTEC,28.4,5.0,1198.0,Sedan,Petrol,30000.0,86.7,Second Owner,5.3,5.541000000000002,0,0,4.547169811320799,0,0.0,77.60259502852685,77.60259502852685
2012 Maruti Zen Estilo LXI,Gurgaon,998.0,Third Party,Manual,baixa,15432.0,2012.0,Maruti,Zen Estilo LXI,19.5,5.0,998.0,Hatchback,Petrol,15432.0,67.1,First Owner,1.79,1.952899999999999,0,0,9.100558659217818,1,0.9165855906600445,50.0,100.0
2020 MG Hector Sharp DCT,Agra,1451.0,Third Party,Automatic,baixa,40000.0,2020.0,MG,Hector Sharp DCT,14.07,5.0,1451.0,SUV,Petrol,40000.0,141.0,Second Owner,13.0,13.798100000000002,0,0,6.139230769230782,0,0.0,83.41551700894236,83.41551700894236
2019 Tata Tiago 1.2 Revotron XZ,Lucknow,1199.0,Third Party,Manual,baixa,63190.0,2019.0,Tata,Tiago 1.2 Revotron XZ,22.0,5.0,1199.0,Hatchback,Petrol,63190.0,84.0,First Owner,4.06,5.036,0,0,24.03940886699508,1,0.8061953931691819,50.0,100.0
2019 MG Hector Sharp DCT,Chennai,1451.0,Comprehensive,Automatic,baixa,42000.0,2019.0,MG,Hector Sharp DCT,23.1,5.0,1451.0,SUV,Petrol,42000.0,141.0,First Owner,17.0,17.0452,0,0,0.26588235294118373,0,0.0,61.970787811821516,61.970787811821516
2014 Honda City i VTEC CVT VX,Mumbai,1497.0,Comprehensive,Automatic,baixa,43000.0,2014.0,Honda,City i VTEC CVT VX,17.11,5.0,1497.0,Sedan,Petrol,43000.0,117.3,First Owner,6.4,6.430900000000001,0,0,0.48281250000001275,0,0.0,62.762841667415366,62.762841667415366
2010 Tata Manza Aura (ABS) Safire,Delhi,1368.0,Third Party,Manual,baixa,90000.0,2010.0,Tata,Manza Aura (ABS) Safire,17.03,5.0,1368.0,Sedan,Petrol,90000.0,88.77,First Owner,1.9,2.104900000000002,0,0,10.7842105263159,1,0.902655708109648,50.0,100.0
2022 Honda WR-V VX,Delhi,1199.0,Comprehensive,Manual,baixa,10000.0,2022.0,Honda,WR-V VX,26.59,5.0,1199.0,SUV,Petrol,10000.0,88.5,First Owner,8.65,8.61889999999999,0,0,0.3595375722544625,0,0.0,62.31274110212862,62.31274110212862
2018 Maruti Wagon R LXI CNG,Agra,998.0,Third Party,Manual,baixa,150000.0,2018.0,Maruti,Wagon R LXI CNG,21.56,5.0,998.0,Hatchback,CNG,150000.0,58.1,First Owner,3.5,3.6198000000000015,0,0,3.4228571428571843,0,0.0,73.49751237393338,73.49751237393338
2019 Kia Seltos GTX Option,Delhi,1353.0,Comprehensive,Manual,baixa,51000.0,2019.0,Kia,Seltos GTX Option,25.17,5.0,1353.0,SUV,Petrol,51000.0,138.0,First Owner,14.9,14.35070000000001,0,0,3.686577181207986,0,0.0,74.46040515764804,74.46040515764804
2014 Jaguar XF 2.2 Litre Luxury,Mumbai,2179.0,Third Party,Automatic,alta,70000.0,2014.0,Jaguar,XF 2.2 Litre Luxury,11.3,5.0,2179.0,Sedan,Diesel,70000.0,187.7,First Owner,18.0,17.633200000000002,0,0,2.0377777777777655,0,0.0,68.44032015658277,68.44032015658277
2014 Toyota Camry Hybrid,Kolkata,2494.0,Third Party,Automatic,baixa,70000.0,2014.0,Toyota,Camry Hybrid,11.5,5.0,2494.0,Sedan,Petrol,70000.0,158.2,Third Owner,12.0,10.730599999999995,0,0,10.578333333333372,1,1.1182972061208138,50.0,100.0
2019 Toyota Yaris J,Pune,1496.0,Comprehensive,Manual,baixa,15000.0,2019.0,Toyota,Yaris J,21.56,5.0,1496.0,Sedan,Petrol,15000.0,105.9,First Owner,7.8,8.269800000000007,0,0,6.023076923077017,0,0.0,82.9914168876107,82.9914168876107
2022 Citroen C3 Puretech 110 Feel,Jaipur,1199.0,Third Party,Manual,baixa,20000.0,2022.0,Citroen,C3 Puretech 110 Feel,19.28,5.0,1199.0,Hatchback,Petrol,20000.0,108.6,First Owner,7.8,7.735999999999997,0,0,0.8205128205128553,0,0.0,63.99585074671561,63.99585074671561
2022 Mahindra Bolero Neo N10 BSVI,Jaipur,1493.0,Third Party,Manual,baixa,20000.0,2022.0,Mahindra,Bolero Neo N10 BSVI,23.0,7.0,1493.0,SUV,Diesel,20000.0,100.0,First Owner,12.0,11.873599999999996,0,0,1.0533333333333652,0,0.0,64.84592339609621,64.84592339609621
2017 Mahindra XUV500 W6 1.99 mHawk,Delhi,1997.0,Third Party,Manual,baixa,70000.0,2017.0,Mahindra,XUV500 W6 1.99 mHawk,20.5,7.0,1997.0,SUV,Diesel,70000.0,140.0,First Owner,7.9,8.590099999999993,0,0,8.735443037974584,1,0.9196633333721386,50.0,100.0
2019 Honda Amaze S Petrol BSIV,Delhi,1199.0,Comprehensive,Manual,baixa,35163.0,2019.0,Honda,Amaze S Petrol BSIV,25.24,5.0,1199.0,Sedan,Petrol,35163.0,88.7,Third Owner,5.25,6.156900000000003,0,0,17.27428571428577,1,0.8527018467085705,50.0,100.0
2020 Kia Sonet HTX Turbo iMT BSVI,Chennai,998.0,Third Party,Manual,baixa,20000.0,2020.0,Kia,Sonet HTX Turbo iMT BSVI,21.63,5.0,998.0,SUV,Petrol,20000.0,118.3,First Owner,9.4,9.716599999999987,0,0,3.368085106382839,0,0.0,73.29752909241896,73.29752909241896
2017 Audi Q3 35 TDI Quattro Technology,Ahmedabad,1968.0,Comprehensive,Automatic,alta,76081.0,2017.0,Audi,Q3 35 TDI Quattro Technology,18.6,5.0,1968.0,SUV,Diesel,76081.0,181.0,First Owner,22.9,23.00500000000003,0,0,0.45851528384293627,0,0.0,62.674127839492726,62.674127839492726
2019 Ford Ecosport 1.5 Diesel Titanium BSIV,Delhi,1498.0,Zero Dep,Manual,baixa,60121.0,2019.0,Ford,Ecosport 1.5 Diesel Titanium BSIV,20.51,5.0,1498.0,SUV,Diesel,60121.0,98.9,First Owner,7.48,7.743300000000006,0,0,3.5200534759359012,0,0.0,73.85239495437852,73.85239495437852
