insurance,owner_type,transmission_type,resale_price_Lakh
Third Party,First Owner,Manual,4.18
Third Party,Second Owner,Automatic,6.75
Third Party,First Owner,Manual,4.0
Comprehensive,First Owner,Automatic,7.11
Third Party,First Owner,Manual,6.32
Third Party,First Owner,Manual,16.0
Comprehensive,First Owner,Automatic,5.2
Third Party,First Owner,Automatic,17.45
Zero Dep,First Owner,Automatic,8.23
Third Party,First Owner,Manual,1.66
Third Party,First Owner,Manual,2.3
Third Party,First Owner,Manual,6.54
Third Party,First Owner,Manual,10.69
Not Available,Second Owner,Manual,2.6
Not Available,First Owner,Manual,7.11
Third Party,First Owner,Manual,4.3
Third Party,First Owner,Manual,3.2
Third Party,First Owner,Manual,6.3
Third Party,Third Owner,Automatic,6.8
Comprehensive,First Owner,Manual,7.95
Third Party,Second Owner,Manual,3.2
Comprehensive,First Owner,Automatic,5.79
Not Available,First Owner,Manual,1.3
Comprehensive,Second Owner,Manual,2.32
Comprehensive,First Owner,Automatic,8.9
Third Party,Second Owner,Manual,19.95
Third Party,First Owner,Automatic,6.8
Third Party,First Owner,Manual,16.4
Comprehensive,First Owner,Manual,2.0
Third Party,First Owner,Manual,6.5
Third Party,First Owner,Manual,3.8
Comprehensive,Second Owner,Manual,3.44
Third Party,First Owner,Manual,6.0
Third Party,First Owner,Manual,4.3
Third Party,First Owner,Automatic,28.75
Comprehensive,Third Owner,Manual,7.25
Third Party,First Owner,Manual,9.5
Comprehensive,First Owner,Manual,5.56
Comprehensive,First Owner,Manual,4.66
Comprehensive,Second Owner,Manual,5.27
Third Party,First Owner,Automatic,15.9
Third Party,Second Owner,Manual,4.9
Third Party,First Owner,Manual,17.0
Zero Dep,First Owner,Automatic,27.5
Comprehensive,Second Owner,Manual,9.75
Third Party,Third Owner,Manual,1.8
Third Party,First Owner,Manual,6.5
Comprehensive,First Owner,Manual,4.5
Third Party,First Owner,Automatic,13.95
Comprehensive,First Owner,Manual,2.5
Not Available,Second Owner,Manual,3.8
Third Party,First Owner,Manual,11.25
Comprehensive,Third Owner,Manual,6.83
Third Party,First Owner,Manual,6.4
Comprehensive,First Owner,Automatic,9.25
Third Party,First Owner,Automatic,5.78
Third Party,Second Owner,Manual,3.81
Third Party,First Owner,Manual,13.5
Comprehensive,First Owner,Manual,5.75
Comprehensive,First Owner,Manual,7.97
Not Available,Third Owner,Manual,1.38
Third Party,Second Owner,Manual,2.63
Third Party,First Owner,Automatic,16.3
Third Party,First Owner,Manual,7.5
Zero Dep,Second Owner,Automatic,8.14
Third Party,Second Owner,Automatic,6.4
Comprehensive,First Owner,Manual,2.39
Zero Dep,Second Owner,Manual,5.31
Zero Dep,First Owner,Manual,7.04
Third Party,First Owner,Manual,5.5
Comprehensive,First Owner,Manual,3.46
Comprehensive,First Owner,Manual,7.33
Third Party,Second Owner,Manual,0.65
Third Party,First Owner,Manual,14.75
Third Party,First Owner,Manual,4.85
Third Party,First Owner,Automatic,39.5
Third Party,Second Owner,Manual,3.9
Third Party,First Owner,Manual,2.75
Comprehensive,Second Owner,Automatic,7.09
Third Party,First Owner,Manual,28.25
Third Party,Second Owner,Automatic,4.44
Comprehensive,First Owner,Automatic,5.7
Third Party,First Owner,Manual,4.75
Third Party,Third Owner,Manual,3.5
Third Party,First Owner,Manual,10.85
Comprehensive,First Owner,Manual,1.85
Comprehensive,First Owner,Manual,2.77
Third Party,First Owner,Automatic,6.6
Comprehensive,First Owner,Automatic,5.95
Comprehensive,First Owner,Manual,12.7
Third Party,First Owner,Automatic,10.83
Third Party,Second Owner,Manual,6.35
Third Party,First Owner,Automatic,11.75
Third Party,Third Owner,Manual,1.5
Third Party,First Owner,Manual,0.55
Comprehensive,First Owner,Automatic,7.1
Not Available,Second Owner,Manual,2.0
Comprehensive,First Owner,Manual,4.65
Comprehensive,First Owner,Manual,3.1
Third Party,First Owner,Manual,8.25
Third Party,Second Owner,Manual,4.76
Third Party,First Owner,Automatic,5.8
Not Available,First Owner,Automatic,30.0
Comprehensive,First Owner,Automatic,24.8
Comprehensive,First Owner,Manual,3.65
Third Party,Second Owner,Manual,6.99
Comprehensive,First Owner,Manual,2.67
Third Party,First Owner,Manual,5.5
Third Party,First Owner,Manual,5.4
Comprehensive,First Owner,Manual,7.75
Zero Dep,Second Owner,Manual,2.63
Third Party,First Owner,Manual,10.0
Third Party,Third Owner,Manual,1.05
Not Available,Second Owner,Manual,4.5
Third Party,First Owner,Manual,4.15
Comprehensive,First Owner,Manual,3.51
Third Party,First Owner,Automatic,4.45
Zero Dep,First Owner,Manual,10.55
Comprehensive,First Owner,Manual,10.25
Third Party,First Owner,Manual,4.69
Comprehensive,Second Owner,Manual,9.75
Not Available,Second Owner,Manual,0.84
Third Party,Second Owner,Manual,6.55
Comprehensive,First Owner,Automatic,14.5
Comprehensive,First Owner,Manual,1.9
Third Party,Second Owner,Automatic,4.5
Third Party,First Owner,Automatic,9.5
Third Party,Second Owner,Manual,5.61
Third Party,First Owner,Automatic,9.0
Comprehensive,First Owner,Manual,2.6
Third Party,First Owner,Automatic,5.5
Comprehensive,First Owner,Automatic,12.81
Third Party,First Owner,Manual,4.8
Not Available,First Owner,Manual,9.0
Comprehensive,Second Owner,Automatic,53.75
Not Available,First Owner,Manual,4.04
Third Party,Fourth Owner,Automatic,4.0
Third Party,Third Owner,Manual,1.55
Comprehensive,First Owner,Manual,4.62
Third Party,First Owner,Automatic,10.0
Comprehensive,First Owner,Manual,4.5
Third Party,First Owner,Manual,9.75
Third Party,First Owner,Manual,5.14
Third Party,First Owner,Manual,10.0
Zero Dep,First Owner,Automatic,47.9
Third Party,First Owner,Automatic,96.8
Third Party,First Owner,Automatic,3.49
Third Party,First Owner,Manual,4.9
Comprehensive,Third Owner,Manual,1.45
Third Party,First Owner,Manual,9.0
Third Party,First Owner,Manual,7.0
Comprehensive,First Owner,Manual,2.46
Third Party,First Owner,Manual,6.81
Third Party,Third Owner,Manual,1.65
Zero Dep,First Owner,Manual,5.11
Comprehensive,First Owner,Manual,1.78
Third Party,Second Owner,Manual,6.3
Third Party,First Owner,Automatic,7.65
Comprehensive,First Owner,Manual,4.9
Third Party,First Owner,Manual,7.25
Third Party,First Owner,Manual,7.0
Not Available,Second Owner,Manual,4.4
Comprehensive,First Owner,Manual,5.16
Third Party,First Owner,Manual,5.37
Third Party,Second Owner,Automatic,8.0
Comprehensive,First Owner,Manual,3.45
Comprehensive,Second Owner,Manual,4.45
Third Party,First Owner,Manual,5.73
Comprehensive,First Owner,Manual,7.92
Third Party,First Owner,Manual,6.71
Comprehensive,Second Owner,Manual,1.99
Comprehensive,First Owner,Manual,10.0
Not Available,First Owner,Manual,4.19
Comprehensive,First Owner,Automatic,4.5
Comprehensive,First Owner,Manual,14.75
Comprehensive,First Owner,Manual,21.9
Third Party,First Owner,Manual,9.32
Third Party,Second Owner,Manual,5.26
Comprehensive,First Owner,Manual,4.95
Third Party,First Owner,Automatic,8.75
Third Party,First Owner,Manual,7.87
Third Party,First Owner,Manual,2.93
Zero Dep,First Owner,Manual,4.6
Comprehensive,First Owner,Automatic,8.62
Zero Dep,First Owner,Manual,8.97
Comprehensive,First Owner,Manual,4.89
Third Party,First Owner,Manual,16.5
Third Party,First Owner,Manual,6.5
Third Party,First Owner,Automatic,7.08
Comprehensive,First Owner,Manual,6.37
Third Party,First Owner,Manual,2.15
Third Party,First Owner,Automatic,10.5
Comprehensive,First Owner,Manual,4.49
Comprehensive,First Owner,Manual,3.18
Third Party,First Owner,Manual,3.7
Third Party,First Owner,Automatic,19.5
Not Available,First Owner,Manual,2.28
Third Party,Second Owner,Manual,4.2
Third Party,First Owner,Manual,1.15
Comprehensive,First Owner,Manual,23.0
Zero Dep,First Owner,Manual,7.27
Comprehensive,First Owner,Manual,6.67
Comprehensive,Second Owner,Manual,3.71
Comprehensive,First Owner,Manual,16.25
Comprehensive,First Owner,Manual,2.55
Comprehensive,First Owner,Automatic,58.0
Third Party,First Owner,Automatic,14.9
Not Available,First Owner,Manual,2.83
Comprehensive,First Owner,Automatic,18.25
Third Party,First Owner,Manual,5.3
Comprehensive,First Owner,Manual,3.45
Third Party,First Owner,Manual,4.26
Comprehensive,First Owner,Automatic,14.0
Comprehensive,Second Owner,Manual,1.5
Third Party,Fourth Owner,Manual,2.0
Comprehensive,First Owner,Automatic,5.57
Comprehensive,First Owner,Manual,5.89
Third Party,First Owner,Manual,3.95
Comprehensive,First Owner,Manual,17.5
Third Party,First Owner,Automatic,7.0
Comprehensive,First Owner,Manual,3.32
Not Available,Second Owner,Manual,0.69
Third Party,First Owner,Automatic,45.5
Comprehensive,First Owner,Manual,4.21
Third Party,First Owner,Manual,4.8
Comprehensive,First Owner,Manual,7.38
Third Party,First Owner,Automatic,3.89
Third Party,First Owner,Manual,4.42
Not Available,Second Owner,Manual,7.0
Zero Dep,First Owner,Automatic,9.51
Third Party,First Owner,Manual,2.06
Not Available,First Owner,Automatic,8.5
Not Available,First Owner,Manual,3.4
Comprehensive,Second Owner,Automatic,6.55
Comprehensive,First Owner,Manual,4.4
Third Party,First Owner,Manual,7.2
Comprehensive,Third Owner,Manual,7.46
Third Party,First Owner,Manual,2.87
Third Party,Second Owner,Manual,5.0
Comprehensive,First Owner,Manual,15.0
Comprehensive,First Owner,Manual,11.5
Third Party,First Owner,Automatic,5.87
Third Party,First Owner,Automatic,3.2
Third Party,First Owner,Automatic,18.0
Third Party,Second Owner,Manual,4.18
Comprehensive,Second Owner,Automatic,33.5
Third Party,First Owner,Automatic,11.45
Comprehensive,Second Owner,Manual,11.83
Comprehensive,First Owner,Manual,7.65
Third Party,First Owner,Automatic,19.5
Third Party,First Owner,Manual,2.84
Comprehensive,First Owner,Manual,6.0
Comprehensive,First Owner,Manual,8.75
Comprehensive,Second Owner,Manual,5.15
Comprehensive,Second Owner,Manual,5.1
Third Party,Second Owner,Manual,4.25
Comprehensive,First Owner,Automatic,11.81
Third Party,First Owner,Automatic,19.5
Third Party,First Owner,Manual,14.9
Not Available,Second Owner,Manual,1.25
Third Party,First Owner,Manual,6.21
Comprehensive,Second Owner,Manual,7.78
Third Party,Fifth Owner,Manual,1.07
Third Party,First Owner,Manual,3.7
Third Party,Second Owner,Manual,0.99
Comprehensive,First Owner,Manual,9.25
Third Party,First Owner,Manual,3.8
Third Party,Third Owner,Manual,2.32
Third Party,Second Owner,Manual,3.4
Comprehensive,First Owner,Manual,3.5
Third Party,First Owner,Manual,18.0
Third Party,First Owner,Manual,3.87
Third Party,First Owner,Automatic,32.5
Third Party,Second Owner,Manual,5.72
Comprehensive,First Owner,Automatic,92.0
Third Party,First Owner,Manual,3.6
Third Party,First Owner,Manual,5.02
Comprehensive,Second Owner,Manual,3.15
Third Party,Second Owner,Automatic,8.99
Zero Dep,First Owner,Manual,7.42
Third Party,First Owner,Manual,6.89
Third Party,Second Owner,Manual,4.25
Third Party,First Owner,Manual,6.0
Comprehensive,First Owner,Manual,5.7
Zero Dep,First Owner,Manual,7.86
Third Party,First Owner,Manual,9.5
Third Party,Second Owner,Manual,8.09
Third Party,First Owner,Automatic,36.5
Third Party,First Owner,Manual,3.5
Third Party,First Owner,Manual,4.98
Third Party,First Owner,Manual,3.99
Third Party,First Owner,Automatic,7.5
Comprehensive,First Owner,Automatic,27.5
Comprehensive,First Owner,Automatic,10.99
Third Party,First Owner,Automatic,6.75
Comprehensive,First Owner,Automatic,2.92
Third Party,Second Owner,Manual,4.59
Third Party,Second Owner,Manual,3.6
Comprehensive,First Owner,Manual,3.85
Third Party,First Owner,Automatic,9.5
Third Party,First Owner,Manual,7.5
Third Party,Second Owner,Manual,12.5
Third Party,First Owner,Manual,3.85
Comprehensive,First Owner,Manual,2.3
Comprehensive,Second Owner,Manual,2.66
Third Party,First Owner,Automatic,8.95
Third Party,First Owner,Manual,3.5
Zero Dep,First Owner,Manual,6.99
Third Party,First Owner,Manual,4.5
Comprehensive,Second Owner,Automatic,6.6
Third Party,First Owner,Manual,11.5
Third Party,First Owner,Manual,7.1
Third Party,First Owner,Manual,8.0
Comprehensive,First Owner,Manual,14.5
Third Party,First Owner,Manual,3.6
Comprehensive,First Owner,Automatic,10.16
Comprehensive,First Owner,Manual,6.45
Third Party,First Owner,Manual,4.3
Third Party,First Owner,Manual,4.9
Comprehensive,Second Owner,Automatic,3.69
Third Party,Second Owner,Manual,4.5
Third Party,First Owner,Manual,13.87
Comprehensive,Second Owner,Manual,4.75
Comprehensive,First Owner,Manual,7.13
Third Party,Second Owner,Manual,5.77
Third Party,First Owner,Manual,2.8
Third Party,Second Owner,Automatic,9.0
Third Party,First Owner,Manual,14.9
Comprehensive,First Owner,Automatic,11.65
Third Party,Third Owner,Manual,1.65
Zero Dep,First Owner,Manual,6.18
Third Party,Second Owner,Manual,4.79
Comprehensive,First Owner,Manual,9.75
Third Party,Third Owner,Manual,2.8
Third Party,First Owner,Manual,9.53
Zero Dep,First Owner,Manual,4.17
Third Party,First Owner,Manual,8.0
Comprehensive,Second Owner,Manual,6.71
Zero Dep,First Owner,Automatic,10.38
Not Available,First Owner,Automatic,10.5
Not Available,First Owner,Manual,5.2
Not Available,First Owner,Manual,3.32
Comprehensive,First Owner,Automatic,6.25
Third Party,Second Owner,Manual,3.99
Third Party,Second Owner,Manual,1.9
Zero Dep,First Owner,Manual,4.03
Comprehensive,First Owner,Manual,3.4
Comprehensive,First Owner,Manual,2.96
Third Party,First Owner,Manual,7.32
Comprehensive,First Owner,Manual,2.91
Comprehensive,First Owner,Manual,2.15
Comprehensive,First Owner,Manual,11.9
Third Party,First Owner,Manual,5.97
Comprehensive,First Owner,Manual,4.5
Third Party,First Owner,Manual,4.95
Comprehensive,First Owner,Manual,4.4
Not Available,First Owner,Automatic,13.2
Third Party,First Owner,Manual,4.9
Third Party,First Owner,Automatic,15.9
Comprehensive,Second Owner,Manual,5.62
Comprehensive,First Owner,Automatic,28.0
Comprehensive,Second Owner,Manual,6.21
Third Party,Second Owner,Manual,3.0
Third Party,First Owner,Manual,8.63
Comprehensive,First Owner,Automatic,16.9
Third Party,First Owner,Manual,4.18
Third Party,First Owner,Manual,3.07
Third Party,Second Owner,Manual,6.34
Third Party,First Owner,Manual,3.25
Comprehensive,First Owner,Automatic,7.25
Comprehensive,First Owner,Manual,5.85
Comprehensive,First Owner,Automatic,15.59
Comprehensive,First Owner,Manual,17.2
Comprehensive,Second Owner,Manual,3.8
Comprehensive,First Owner,Manual,4.25
Third Party,First Owner,Manual,6.5
Third Party,First Owner,Manual,2.65
Third Party,Third Owner,Manual,1.25
Comprehensive,First Owner,Automatic,4.6
Third Party,First Owner,Manual,3.55
Third Party,First Owner,Manual,2.85
Comprehensive,First Owner,Manual,3.7
Third Party,First Owner,Automatic,12.99
Comprehensive,Second Owner,Automatic,7.75
Comprehensive,First Owner,Automatic,31.0
Comprehensive,First Owner,Manual,5.89
Third Party,First Owner,Manual,4.3
Comprehensive,Second Owner,Automatic,14.25
Comprehensive,Second Owner,Manual,3.96
Third Party,First Owner,Manual,8.45
Third Party,First Owner,Manual,3.42
Third Party,First Owner,Manual,8.4
Comprehensive,First Owner,Manual,5.42
Third Party,First Owner,Manual,7.9
Comprehensive,First Owner,Automatic,34.0
Comprehensive,First Owner,Manual,3.23
Comprehensive,Second Owner,Manual,4.76
Third Party,First Owner,Manual,6.75
Third Party,First Owner,Automatic,10.75
Zero Dep,Second Owner,Manual,5.74
Third Party,First Owner,Automatic,8.0
Comprehensive,Second Owner,Automatic,56.5
Third Party,First Owner,Manual,8.95
Comprehensive,Third Owner,Manual,2.28
Third Party,Third Owner,Automatic,7.8
Comprehensive,First Owner,Manual,1.95
Third Party,First Owner,Manual,8.0
Comprehensive,Second Owner,Automatic,6.25
Comprehensive,Third Owner,Automatic,17.5
Comprehensive,Second Owner,Manual,6.4
Comprehensive,First Owner,Manual,7.55
Third Party,Second Owner,Manual,1.92
Third Party,First Owner,Manual,2.0
Zero Dep,First Owner,Manual,3.53
Third Party,Third Owner,Automatic,3.96
Third Party,First Owner,Manual,2.1
Third Party,First Owner,Manual,4.85
Comprehensive,First Owner,Manual,6.66
Comprehensive,First Owner,Manual,6.65
Third Party,First Owner,Manual,1.66
Third Party,First Owner,Manual,5.1
Not Available,First Owner,Automatic,3.2
Third Party,First Owner,Manual,6.75
Third Party,First Owner,Automatic,5.81
Comprehensive,First Owner,Manual,3.19
Comprehensive,First Owner,Automatic,10.61
Comprehensive,First Owner,Manual,8.51
Comprehensive,First Owner,Manual,2.12
Comprehensive,First Owner,Automatic,16.71
Not Available,First Owner,Manual,2.72
Third Party,Second Owner,Automatic,12.0
Comprehensive,First Owner,Automatic,29.8
Comprehensive,First Owner,Manual,9.0
Third Party,First Owner,Manual,2.4
Comprehensive,Second Owner,Manual,4.57
Third Party,First Owner,Manual,12.46
Comprehensive,First Owner,Manual,5.9
Third Party,Second Owner,Manual,6.05
Third Party,First Owner,Manual,2.24
Third Party,First Owner,Automatic,14.62
Comprehensive,First Owner,Manual,4.24
Third Party,First Owner,Manual,6.0
Third Party,Second Owner,Manual,3.06
Third Party,First Owner,Manual,4.6
Comprehensive,First Owner,Manual,4.35
Not Available,Second Owner,Manual,2.76
Comprehensive,First Owner,Manual,13.5
Comprehensive,First Owner,Manual,7.71
Third Party,First Owner,Manual,5.5
Third Party,First Owner,Manual,7.35
Third Party,First Owner,Manual,18.18
Third Party,First Owner,Manual,10.0
Zero Dep,First Owner,Manual,9.07
Zero Dep,First Owner,Manual,8.1
Comprehensive,First Owner,Manual,2.8
Third Party,Second Owner,Manual,5.04
Third Party,Second Owner,Automatic,8.3
Comprehensive,First Owner,Manual,5.6
Third Party,First Owner,Manual,5.12
Third Party,First Owner,Manual,1.8
Comprehensive,First Owner,Automatic,29.5
Third Party,First Owner,Automatic,7.85
Third Party,First Owner,Manual,2.6
Comprehensive,First Owner,Automatic,6.5
Third Party,First Owner,Automatic,7.85
Comprehensive,First Owner,Automatic,31.8
Third Party,First Owner,Manual,4.1
Comprehensive,First Owner,Automatic,18.9
Third Party,First Owner,Automatic,15.5
Comprehensive,First Owner,Automatic,10.7
Third Party,Second Owner,Manual,2.2
Third Party,Second Owner,Manual,2.7
Third Party,First Owner,Manual,3.09
Third Party,First Owner,Manual,5.38
Third Party,Second Owner,Manual,4.0
Comprehensive,Second Owner,Manual,6.86
Third Party,First Owner,Manual,4.19
Third Party,Second Owner,Manual,1.3
Third Party,First Owner,Manual,4.25
Not Available,First Owner,Manual,4.3
Third Party,Second Owner,Manual,3.0
